DrugsIDs	DrugsNames	Labels
DB00081	Tositumomab	Myelosuppressive Agents
DB00081	Tositumomab	Proteins
DB00081	Tositumomab	Serum Globulins
DB00082	Pegvisomant	Amino Acids, Peptides, and Proteins
DB00082	Pegvisomant	Cytochrome P-450 CYP3A Inducers
DB00082	Pegvisomant	Cytochrome P-450 CYP3A4 Inducers
DB00082	Pegvisomant	Cytochrome P-450 Enzyme Inducers
DB00082	Pegvisomant	Hormones
DB00082	Pegvisomant	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00082	Pegvisomant	Peptides
DB00083	Botulinum Toxin Type A	Amino Acids, Peptides, and Proteins
DB00083	Botulinum Toxin Type A	Biological Factors
DB00083	Botulinum Toxin Type A	Central Nervous System Depressants
DB00083	Botulinum Toxin Type A	Enzymes and Coenzymes
DB00083	Botulinum Toxin Type A	Membrane Transport Modulators
DB00083	Botulinum Toxin Type A	Musculo-Skeletal System
DB00083	Botulinum Toxin Type A	Neurotransmitter Agents
DB00083	Botulinum Toxin Type A	Noxae
DB00083	Botulinum Toxin Type A	Peripheral Nervous System Agents
DB00083	Botulinum Toxin Type A	Proteins
DB00083	Botulinum Toxin Type A	Toxic Actions
DB00085	Pancrelipase	Alimentary Tract and Metabolism
DB00085	Pancrelipase	Complex Mixtures
DB00085	Pancrelipase	Enzymes and Coenzymes
DB00085	Pancrelipase	Gastrointestinal Agents
DB00086	Streptokinase	Amino Acids, Peptides, and Proteins
DB00086	Streptokinase	Biological Factors
DB00086	Streptokinase	Blood and Blood Forming Organs
DB00086	Streptokinase	Blood Proteins
DB00086	Streptokinase	Cardiovascular Agents
DB00086	Streptokinase	Enzymes and Coenzymes
DB00086	Streptokinase	Hematologic Agents
DB00086	Streptokinase	Hypotensive Agents
DB00086	Streptokinase	Proteins
DB00087	Alemtuzumab	Amino Acids, Peptides, and Proteins
DB00087	Alemtuzumab	Antibodies
DB00087	Alemtuzumab	Antibodies, Monoclonal
DB00087	Alemtuzumab	Antineoplastic Agents
DB00087	Alemtuzumab	Antineoplastic and Immunomodulating Agents
DB00087	Alemtuzumab	Blood Proteins
DB00087	Alemtuzumab	Globulins
DB00087	Alemtuzumab	Immunoglobulins
DB00087	Alemtuzumab	Immunoproteins
DB00087	Alemtuzumab	Immunosuppressive Agents
DB00087	Alemtuzumab	Myelosuppressive Agents
DB00087	Alemtuzumab	Proteins
DB00087	Alemtuzumab	Serum Globulins
DB00088	Alglucerase	Alimentary Tract and Metabolism
DB00088	Alglucerase	Enzymes and Coenzymes
DB00089	Capromab pendetide	Amino Acids, Peptides, and Proteins
DB00089	Capromab pendetide	Antibodies
DB00089	Capromab pendetide	Blood Proteins
DB00089	Capromab pendetide	Globulins
DB00089	Capromab pendetide	Immunoglobulins
DB00089	Capromab pendetide	Immunoproteins
DB00089	Capromab pendetide	Proteins
DB00089	Capromab pendetide	Serum Globulins
DB00090	Laronidase	Alimentary Tract and Metabolism
DB00091	Ciclosporin	Agents causing hyperkalemia
DB00091	Ciclosporin	Agents that produce hypertension
DB00091	Ciclosporin	Agents that reduce seizure threshold
DB00091	Ciclosporin	Amino Acids, Peptides, and Proteins
DB00091	Ciclosporin	Anti-Infective Agents
DB00091	Ciclosporin	Anti-Inflammatory Agents
DB00091	Ciclosporin	Antineoplastic and Immunomodulating Agents
DB00091	Ciclosporin	Cytochrome P-450 CYP2C19 Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP2C8 Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP2C9 Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP2D6 Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP3A Inducers
DB00091	Ciclosporin	Cytochrome P-450 CYP3A Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP3A Substrates
DB00091	Ciclosporin	Cytochrome P-450 CYP3A4 Inducers
DB00091	Ciclosporin	Cytochrome P-450 CYP3A4 Inhibitors
DB00091	Ciclosporin	Cytochrome P-450 CYP3A4 Substrates
DB00091	Ciclosporin	Cytochrome P-450 CYP3A5 Substrates
DB00091	Ciclosporin	Cytochrome P-450 CYP3A7 Substrates
DB00091	Ciclosporin	Cytochrome P-450 Enzyme Inducers
DB00091	Ciclosporin	Cytochrome P-450 Enzyme Inhibitors
DB00091	Ciclosporin	Dermatologicals
DB00091	Ciclosporin	Enzyme Inhibitors
DB00091	Ciclosporin	Immunologic Factors
DB00091	Ciclosporin	Immunosuppressive Agents
DB00091	Ciclosporin	Nephrotoxic agents
DB00091	Ciclosporin	Neurotoxic agents
DB00091	Ciclosporin	OATP1B1/SLCO1B1 Inhibitors
DB00091	Ciclosporin	Ophthalmologicals
DB00091	Ciclosporin	P-glycoprotein/ABCB1 Inhibitors
DB00091	Ciclosporin	P-glycoprotein/ABCB1 Substrates
DB00091	Ciclosporin	Peptides
DB00091	Ciclosporin	Sensory Organs
DB00092	Alefacept	Amino Acids, Peptides, and Proteins
DB00092	Alefacept	Antineoplastic and Immunomodulating Agents
DB00092	Alefacept	Dermatologicals
DB00092	Alefacept	Immunosuppressive Agents
DB00092	Alefacept	Proteins
DB00093	Felypressin	Amino Acids, Peptides, and Proteins
DB00093	Felypressin	Cardiovascular Agents
DB00093	Felypressin	Hormones
DB00093	Felypressin	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00093	Felypressin	Peptides
DB00093	Felypressin	Proteins
DB00094	Urofollitropin	Amino Acids, Peptides, and Proteins
DB00094	Urofollitropin	Complex Mixtures
DB00094	Urofollitropin	Genito Urinary System and Sex Hormones
DB00094	Urofollitropin	Hormones
DB00094	Urofollitropin	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00094	Urofollitropin	Peptides
DB00095	Efalizumab	Amino Acids, Peptides, and Proteins
DB00095	Efalizumab	Antibodies
DB00095	Efalizumab	Antibodies, Monoclonal
DB00095	Efalizumab	Antineoplastic and Immunomodulating Agents
DB00095	Efalizumab	Blood Proteins
DB00095	Efalizumab	Globulins
DB00095	Efalizumab	Immunoglobulins
DB00095	Efalizumab	Immunoproteins
DB00095	Efalizumab	Immunosuppressive Agents
DB00095	Efalizumab	Proteins
DB00095	Efalizumab	Serum Globulins
DB00097	Choriogonadotropin alfa	Genito Urinary System and Sex Hormones
DB00098	Antithymocyte immunoglobulin (rabbit)	Amino Acids, Peptides, and Proteins
DB00098	Antithymocyte immunoglobulin (rabbit)	Antibodies
DB00098	Antithymocyte immunoglobulin (rabbit)	Antineoplastic and Immunomodulating Agents
DB00098	Antithymocyte immunoglobulin (rabbit)	Blood Proteins
DB00098	Antithymocyte immunoglobulin (rabbit)	Complex Mixtures
DB00098	Antithymocyte immunoglobulin (rabbit)	Globulins
DB00098	Antithymocyte immunoglobulin (rabbit)	Immunoglobulins
DB00098	Antithymocyte immunoglobulin (rabbit)	Immunoproteins
DB00098	Antithymocyte immunoglobulin (rabbit)	Immunosuppressive Agents
DB00098	Antithymocyte immunoglobulin (rabbit)	Proteins
DB00098	Antithymocyte immunoglobulin (rabbit)	Serum Globulins
DB00099	Filgrastim	Amino Acids, Peptides, and Proteins
DB00099	Filgrastim	Antineoplastic and Immunomodulating Agents
DB00099	Filgrastim	Biological Factors
DB00099	Filgrastim	Hematologic Agents
DB00099	Filgrastim	Peptides
DB00099	Filgrastim	Proteins
DB00100	Coagulation Factor IX (Recombinant)	Blood and Blood Forming Organs
DB00102	Becaplermin	Alimentary Tract and Metabolism
DB00102	Becaplermin	Amino Acids, Peptides, and Proteins
DB00102	Becaplermin	Biological Factors
DB00102	Becaplermin	Blood Proteins
DB00102	Becaplermin	Dermatologicals
DB00102	Becaplermin	Peptides
DB00102	Becaplermin	Proteins
DB00103	Agalsidase beta	Alimentary Tract and Metabolism
DB00103	Agalsidase beta	Amino Acids, Peptides, and Proteins
DB00103	Agalsidase beta	Enzymes and Coenzymes
DB00103	Agalsidase beta	Proteins
DB00104	Octreotide	Amino Acids, Peptides, and Proteins
DB00104	Octreotide	Antineoplastic Agents
DB00104	Octreotide	Bradycardia-Causing Agents
DB00104	Octreotide	Cytochrome P-450 CYP3A Inhibitors
DB00104	Octreotide	Cytochrome P-450 CYP3A4 Inhibitors
DB00104	Octreotide	Cytochrome P-450 Enzyme Inhibitors
DB00104	Octreotide	Gastrointestinal Agents
DB00104	Octreotide	Hyperglycemia-Associated Agents
DB00104	Octreotide	P-glycoprotein/ABCB1 Substrates
DB00104	Octreotide	Peptides
DB00104	Octreotide	Potential QTc-Prolonging Agents
DB00104	Octreotide	QTc Prolonging Agents
DB00105	Interferon Alfa-2b, Recombinant	Amino Acids, Peptides, and Proteins
DB00105	Interferon Alfa-2b, Recombinant	Antineoplastic Agents
DB00105	Interferon Alfa-2b, Recombinant	Antineoplastic and Immunomodulating Agents
DB00105	Interferon Alfa-2b, Recombinant	Biological Factors
DB00105	Interferon Alfa-2b, Recombinant	Cytochrome P-450 CYP1A2 Inhibitors
DB00105	Interferon Alfa-2b, Recombinant	Cytochrome P-450 Enzyme Inhibitors
DB00105	Interferon Alfa-2b, Recombinant	Immunosuppressive Agents
DB00105	Interferon Alfa-2b, Recombinant	Myelosuppressive Agents
DB00105	Interferon Alfa-2b, Recombinant	Peptides
DB00105	Interferon Alfa-2b, Recombinant	Proteins
DB00106	Abarelix	Amino Acids, Peptides, and Proteins
DB00106	Abarelix	Antineoplastic and Immunomodulating Agents
DB00106	Abarelix	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00106	Abarelix	Peptides
DB00107	Oxytocin	Amino Acids, Peptides, and Proteins
DB00107	Oxytocin	Genito Urinary System and Sex Hormones
DB00107	Oxytocin	Hormones
DB00107	Oxytocin	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00107	Oxytocin	Peptides
DB00107	Oxytocin	Potential QTc-Prolonging Agents
DB00107	Oxytocin	QTc Prolonging Agents
DB00108	Natalizumab	Amino Acids, Peptides, and Proteins
DB00108	Natalizumab	Antibodies
DB00108	Natalizumab	Antibodies, Monoclonal
DB00108	Natalizumab	Antineoplastic and Immunomodulating Agents
DB00108	Natalizumab	Blood Proteins
DB00108	Natalizumab	Globulins
DB00108	Natalizumab	Immunoglobulins
DB00108	Natalizumab	Immunologic Factors
DB00108	Natalizumab	Immunoproteins
DB00108	Natalizumab	Immunosuppressive Agents
DB00108	Natalizumab	Proteins
DB00108	Natalizumab	Serum Globulins
DB00109	Enfuvirtide	Amino Acids, Peptides, and Proteins
DB00109	Enfuvirtide	Anti-Infective Agents
DB00109	Enfuvirtide	Antiinfectives for Systemic Use
DB00109	Enfuvirtide	Biological Factors
DB00109	Enfuvirtide	Peptides
DB00109	Enfuvirtide	Proteins
DB00110	Palivizumab	Amino Acids, Peptides, and Proteins
DB00110	Palivizumab	Anti-Infective Agents
DB00110	Palivizumab	Antibodies
DB00110	Palivizumab	Antibodies, Monoclonal
DB00110	Palivizumab	Antiinfectives for Systemic Use
DB00110	Palivizumab	Blood Proteins
DB00110	Palivizumab	Globulins
DB00110	Palivizumab	Immunoglobulins
DB00110	Palivizumab	Immunoproteins
DB00110	Palivizumab	Proteins
DB00110	Palivizumab	Serum Globulins
DB00111	Daclizumab	Amino Acids, Peptides, and Proteins
DB00111	Daclizumab	Antibodies
DB00111	Daclizumab	Antibodies, Monoclonal
DB00111	Daclizumab	Antineoplastic and Immunomodulating Agents
DB00111	Daclizumab	Blood Proteins
DB00111	Daclizumab	Globulins
DB00111	Daclizumab	Immunoglobulins
DB00111	Daclizumab	Immunologic Factors
DB00111	Daclizumab	Immunoproteins
DB00111	Daclizumab	Immunosuppressive Agents
DB00111	Daclizumab	Proteins
DB00111	Daclizumab	Serum Globulins
DB00112	Bevacizumab	Amino Acids, Peptides, and Proteins
DB00112	Bevacizumab	Antibodies
DB00112	Bevacizumab	Antibodies, Monoclonal
DB00112	Bevacizumab	Antineoplastic Agents
DB00112	Bevacizumab	Antineoplastic and Immunomodulating Agents
DB00112	Bevacizumab	Blood Proteins
DB00112	Bevacizumab	Globulins
DB00112	Bevacizumab	Immunoglobulins
DB00112	Bevacizumab	Immunoproteins
DB00112	Bevacizumab	Immunosuppressive Agents
DB00112	Bevacizumab	Myelosuppressive Agents
DB00112	Bevacizumab	Proteins
DB00112	Bevacizumab	Serum Globulins
DB00113	Technetium Tc-99m arcitumomab	Amino Acids, Peptides, and Proteins
DB00113	Technetium Tc-99m arcitumomab	Antibodies
DB00113	Technetium Tc-99m arcitumomab	Blood Proteins
DB00113	Technetium Tc-99m arcitumomab	Globulins
DB00113	Technetium Tc-99m arcitumomab	Immunoglobulins
DB00113	Technetium Tc-99m arcitumomab	Immunoproteins
DB00113	Technetium Tc-99m arcitumomab	Proteins
DB00113	Technetium Tc-99m arcitumomab	Serum Globulins
DB00114	Pyridoxal Phosphate	Alimentary Tract and Metabolism
DB00114	Pyridoxal Phosphate	Diet, Food, and Nutrition
DB00114	Pyridoxal Phosphate	Enzymes and Coenzymes
DB00114	Pyridoxal Phosphate	Food and Beverages
DB00114	Pyridoxal Phosphate	Physiological Phenomena
DB00114	Pyridoxal Phosphate	Pyridines
DB00115	Cyanocobalamin	Blood and Blood Forming Organs
DB00115	Cyanocobalamin	Diet, Food, and Nutrition
DB00115	Cyanocobalamin	Food and Beverages
DB00115	Cyanocobalamin	Physiological Phenomena
DB00116	Tetrahydrofolic acid	Biological Factors
DB00116	Tetrahydrofolic acid	Enzymes and Coenzymes
DB00117	Histidine	Amino Acids
DB00117	Histidine	Amino Acids, Peptides, and Proteins
DB00118	Ademetionine	Alimentary Tract and Metabolism
DB00118	Ademetionine	Amino Acids
DB00118	Ademetionine	Amino Acids, Peptides, and Proteins
DB00118	Ademetionine	Carbohydrates
DB00118	Ademetionine	Cytochrome P-450 Enzyme Inhibitors
DB00118	Ademetionine	Glycosides
DB00118	Ademetionine	Nucleic Acids, Nucleotides, and Nucleosides
DB00118	Ademetionine	Nucleosides
DB00118	Ademetionine	Purines
DB00118	Ademetionine	Sulfur Compounds
DB00120	L-Phenylalanine	Amino Acids
DB00120	L-Phenylalanine	Amino Acids, Peptides, and Proteins
DB00120	L-Phenylalanine	Immunosuppressive Agents
DB00120	L-Phenylalanine	Myelosuppressive Agents
DB00121	Biotin	Alimentary Tract and Metabolism
DB00121	Biotin	Diet, Food, and Nutrition
DB00121	Biotin	Enzymes and Coenzymes
DB00121	Biotin	Food and Beverages
DB00121	Biotin	Physiological Phenomena
DB00122	Choline	Alcohols
DB00122	Choline	Amines
DB00122	Choline	Amino Alcohols
DB00122	Choline	Analgesics
DB00122	Choline	Central Nervous System Agents
DB00122	Choline	Gastrointestinal Agents
DB00122	Choline	Nervous System
DB00122	Choline	Noxae
DB00122	Choline	Toxic Actions
DB00123	L-Lysine	Amino Acids
DB00123	L-Lysine	Amino Acids, Peptides, and Proteins
DB00123	L-Lysine	Blood and Blood Forming Organs
DB00125	L-Arginine	Amino Acids
DB00125	L-Arginine	Amino Acids, Peptides, and Proteins
DB00125	L-Arginine	Blood and Blood Forming Organs
DB00126	Ascorbic acid	Acids, Acyclic
DB00126	Ascorbic acid	Alimentary Tract and Metabolism
DB00126	Ascorbic acid	Carbohydrates
DB00126	Ascorbic acid	Diet, Food, and Nutrition
DB00126	Ascorbic acid	Food and Beverages
DB00126	Ascorbic acid	Genito Urinary System and Sex Hormones
DB00126	Ascorbic acid	Hydroxy Acids
DB00126	Ascorbic acid	Ophthalmologicals
DB00126	Ascorbic acid	P-glycoprotein/ABCB1 Substrates
DB00126	Ascorbic acid	Physiological Phenomena
DB00126	Ascorbic acid	Protective Agents
DB00126	Ascorbic acid	Sensory Organs
DB00127	Spermine	Amines
DB00128	L-Aspartic Acid	Amino Acids
DB00128	L-Aspartic Acid	Amino Acids, Peptides, and Proteins
DB00129	Ornithine	Alimentary Tract and Metabolism
DB00129	Ornithine	Amino Acids
DB00129	Ornithine	Amino Acids, Peptides, and Proteins
DB00130	L-Glutamine	Alimentary Tract and Metabolism
DB00130	L-Glutamine	Amino Acids
DB00130	L-Glutamine	Amino Acids, Peptides, and Proteins
DB00131	Adenosine phosphate	Carbohydrates
DB00131	Adenosine phosphate	Glycosides
DB00131	Adenosine phosphate	Nucleic Acids, Nucleotides, and Nucleosides
DB00131	Adenosine phosphate	Purines
DB00132	Alpha-Linolenic Acid	Diet, Food, and Nutrition
DB00132	Alpha-Linolenic Acid	Fatty Acids
DB00132	Alpha-Linolenic Acid	Food and Beverages
DB00132	Alpha-Linolenic Acid	Lipids
DB00132	Alpha-Linolenic Acid	Physiological Phenomena
DB00133	Serine	Amino Acids
DB00133	Serine	Amino Acids, Peptides, and Proteins
DB00134	Methionine	Amino Acids
DB00134	Methionine	Amino Acids, Peptides, and Proteins
DB00134	Methionine	Sulfur Compounds
DB00135	L-Tyrosine	Amino Acids
DB00135	L-Tyrosine	Amino Acids, Peptides, and Proteins
DB00136	Calcitriol	Alimentary Tract and Metabolism
DB00136	Calcitriol	Cardiovascular Agents
DB00136	Calcitriol	Cytochrome P-450 CYP3A Inducers
DB00136	Calcitriol	Cytochrome P-450 CYP3A Substrates
DB00136	Calcitriol	Cytochrome P-450 CYP3A4 Inducers
DB00136	Calcitriol	Cytochrome P-450 CYP3A4 Substrates
DB00136	Calcitriol	Cytochrome P-450 Enzyme Inducers
DB00136	Calcitriol	Dermatologicals
DB00136	Calcitriol	Diet, Food, and Nutrition
DB00136	Calcitriol	Food and Beverages
DB00136	Calcitriol	Lipids
DB00136	Calcitriol	Membrane Transport Modulators
DB00136	Calcitriol	Physiological Phenomena
DB00136	Calcitriol	Steroids
DB00137	Lutein	Biological Factors
DB00137	Lutein	Cycloparaffins
DB00137	Lutein	Terpenes
DB00138	Cystine	Acids
DB00138	Cystine	Acids, Noncarboxylic
DB00138	Cystine	Amino Acids
DB00138	Cystine	Amino Acids, Peptides, and Proteins
DB00138	Cystine	Anions
DB00138	Cystine	Electrolytes
DB00138	Cystine	Ions
DB00138	Cystine	Sulfur Compounds
DB00139	Succinic acid	Acids, Acyclic
DB00140	Riboflavin	Alimentary Tract and Metabolism
DB00140	Riboflavin	Biological Factors
DB00140	Riboflavin	Dermatologicals
DB00140	Riboflavin	Diet, Food, and Nutrition
DB00140	Riboflavin	Enzymes and Coenzymes
DB00140	Riboflavin	Food and Beverages
DB00140	Riboflavin	Physiological Phenomena
DB00141	N-Acetylglucosamine	Carbohydrates
DB00142	Glutamic Acid	Alimentary Tract and Metabolism
DB00142	Glutamic Acid	Amino Acids
DB00142	Glutamic Acid	Amino Acids, Peptides, and Proteins
DB00142	Glutamic Acid	Gastrointestinal Agents
DB00143	Glutathione	Amino Acids, Peptides, and Proteins
DB00143	Glutathione	Peptides
DB00145	Glycine	Amino Acids
DB00145	Glycine	Amino Acids, Peptides, and Proteins
DB00145	Glycine	Blood and Blood Forming Organs
DB00145	Glycine	Neurotransmitter Agents
DB00146	Calcifediol	Alimentary Tract and Metabolism
DB00146	Calcifediol	Diet, Food, and Nutrition
DB00146	Calcifediol	Food and Beverages
DB00146	Calcifediol	Lipids
DB00146	Calcifediol	Physiological Phenomena
DB00146	Calcifediol	Steroids
DB00147	Pyridoxal	Diet, Food, and Nutrition
DB00147	Pyridoxal	Food and Beverages
DB00147	Pyridoxal	Physiological Phenomena
DB00147	Pyridoxal	Pyridines
DB00148	Creatine	Amino Acids
DB00148	Creatine	Amino Acids, Peptides, and Proteins
DB00149	L-Leucine	Amino Acids
DB00149	L-Leucine	Amino Acids, Peptides, and Proteins
DB00150	L-Tryptophan	Amino Acids
DB00150	L-Tryptophan	Amino Acids, Peptides, and Proteins
DB00150	L-Tryptophan	Central Nervous System Agents
DB00150	L-Tryptophan	Central Nervous System Depressants
DB00150	L-Tryptophan	Nervous System
DB00150	L-Tryptophan	Psychotropic Drugs
DB00150	L-Tryptophan	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB00151	L-Cysteine	Amino Acids
DB00151	L-Cysteine	Amino Acids, Peptides, and Proteins
DB00151	L-Cysteine	Sulfur Compounds
DB00152	Thiamine	Alimentary Tract and Metabolism
DB00152	Thiamine	Diet, Food, and Nutrition
DB00152	Thiamine	Food and Beverages
DB00152	Thiamine	Physiological Phenomena
DB00152	Thiamine	Pyrimidines
DB00152	Thiamine	Sulfur Compounds
DB00153	Ergocalciferol	Alimentary Tract and Metabolism
DB00153	Ergocalciferol	Cytochrome P-450 CYP3A Substrates
DB00153	Ergocalciferol	Cytochrome P-450 CYP3A4 Substrates
DB00153	Ergocalciferol	Diet, Food, and Nutrition
DB00153	Ergocalciferol	Food and Beverages
DB00153	Ergocalciferol	Lipids
DB00153	Ergocalciferol	Physiological Phenomena
DB00153	Ergocalciferol	Steroids
DB00154	Dihomo-gamma-linolenic acid	Biological Factors
DB00154	Dihomo-gamma-linolenic acid	Fatty Acids
DB00154	Dihomo-gamma-linolenic acid	Lipids
